maritime_area ;registration_number ;imo_number ;ship_name                                             ;callsign ;mmsi      ;shiptype             ;length ;tonnage  ;tonnage_unit ;materiel_onboard                                                                                                                                                                                                                                                                        ;atis_code     ;radio_license_status ;date_first_license ;date_inactivity_license
LO            ;615222V             ;           ;FLY                                                   ;FT4051   ;227406210 ;PLEASURE CRAFT       ;12.6   ;19.89    ;TX           ;VHF ASN                                                                                                                                                                                                                                                                                 ;              ;ACTIVE               ;01/02/1987         ;
NI            ;303927F             ;           ;SALAM II                                              ;FP4988   ;          ;PLEASURE CRAFT       ;       ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;15/12/1983         ;01/01/1999
PV            ;330044U             ;           ;MARYVONNE                                             ;FS8757   ;          ;FISHING              ;       ;5        ;TX           ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;03/07/1986         ;12/08/1991
AJ            ;147264V             ;           ;LE BAROUDEUR                                          ;FQ2712   ;227541640 ;COMMERCIAL USE SHIP. ;10.86  ;13.81    ;TX           ;VHF ASN                                                                                                                                                                                                                                                                                 ;              ;INACTIVE             ;01/07/1977         ;19/10/2011
YE            ;274540N             ;           ;JOS                                                   ;TKJV     ;227528000 ;FISHING              ;20     ;49       ;TX           ;VHF - BALISE COSPAS S.  EPIRB - BLU - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                                             ;              ;INACTIVE             ;01/06/1977         ;01/01/1998
NI            ;621003D             ;           ;TICOYO VI                                             ;FU8936   ;          ;PLEASURE CRAFT       ;9      ;8        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;17/09/1987         ;17/12/1996
SN            ;RE06777             ;           ;SELINE 2                                              ;FS4478   ;          ;PLEASURE CRAFT       ;       ;15       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;20/08/1986         ;15/12/1989
AY            ;601489T             ;           ;GRAOULLY II                                           ;FT7446   ;          ;PLEASURE CRAFT       ;8      ;6        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;24/04/1984         ;26/10/1996
BR            ;389983V             ;           ;ANCOBE TRANCAFA                                       ;FO8880   ;          ;PLEASURE CRAFT       ;9      ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;30/06/1977         ;20/12/1998
TL            ;239505G             ;           ;LE MERIDIEN                                           ;FO3506   ;227528250 ;PLEASURE CRAFT       ;11     ;17       ;UMS          ;VHF - VHF ASN - VHF PORTATIVE - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                                                   ;              ;ACTIVE               ;16/05/1989         ;
PA            ;PA13801F            ;           ;MISS NADINE                                           ;FM4830   ;          ;RIVER SHIP           ;       ;         ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;9 227 13 4830 ;INACTIVE             ;01/06/1977         ;19/11/1997
PV            ;495088P             ;           ;MAEVA 3                                               ;FS8764   ;227522160 ;PLEASURE CRAFT       ;10     ;10       ;UMS          ;VHF - BALISE COSPAS S.  EPIRB                                                                                                                                                                                                                                                           ;              ;INACTIVE             ;25/04/1984         ;27/10/2016
CN            ;602286J             ;           ;LA VAGABONDE                                          ;FT6591   ;          ;PLEASURE CRAFT       ;       ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;28/04/1984         ;11/12/1997
TL            ;216899K             ;           ;LAURA III                                             ;FT7767   ;          ;PLEASURE CRAFT       ;10     ;11       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;ACTIVE               ;05/05/1984         ;
##            ;LI09552             ;1820846    ;ALANMA                                                ;FM4823   ;          ;RIVER SHIP           ;39.15  ;390      ;UMS          ;RADAR 9 PAN (BANDE X)                                                                                                                                                                                                                                                                   ;9 227 13 4823 ;INACTIVE             ;01/04/1977         ;01/03/2016
PL            ;191754D             ;           ;LORANIK                                               ;FT7698   ;          ;PLEASURE CRAFT       ;       ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;25/04/1984         ;06/12/1999
TL            ;380021S             ;           ;LA BRIGNE 2                                           ;FT9197   ;          ;PLEASURE CRAFT       ;       ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;16/07/1984         ;05/12/1991
CN            ;713684U             ;           ;OLEONOR                                               ;FI4404   ;          ;PLEASURE CRAFT       ;8      ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;22/04/1988         ;05/02/2014
PV            ;308065D             ;           ;LA BELLE AUDE                                         ;FH9239   ;227006320 ;PASSENGERS SHIP      ;19.45  ;24.71    ;TX           ;VHF ASN                                                                                                                                                                                                                                                                                 ;              ;ACTIVE               ;14/05/1986         ;
NY            ;9616A               ;           ;HELENE                                                ;FM2925   ;          ;RIVER SHIP           ;       ;334      ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;9 227 13 2925 ;INACTIVE             ;01/11/1979         ;15/09/1995
NI            ;346090K             ;           ;AIGUE MARINE                                          ;FT8802   ;          ;PLEASURE CRAFT       ;       ;18       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;15/06/1984         ;15/12/1998
MA            ;586719N             ;           ;ANTIDOTE 2                                            ;FS8890   ;          ;PLEASURE CRAFT       ;10     ;11       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;ACTIVE               ;05/03/1984         ;
TL            ;419733G             ;           ;ADHARA                                                ;FP8206   ;          ;PLEASURE CRAFT       ;       ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/06/1980         ;11/05/1990
TL            ;446571D             ;           ;ST YVES                                               ;FP3738   ;          ;PLEASURE CRAFT       ;14     ;29       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/05/1979         ;31/12/1992
NA            ;473877J             ;           ;IKAN-MAS                                              ;FP4947   ;          ;PLEASURE CRAFT       ;       ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/04/1979         ;11/05/1990
MA            ;706771E             ;           ;AILETTE                                               ;FT8618   ;          ;PLEASURE CRAFT       ;8.88   ;8.25     ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;ACTIVE               ;29/05/1984         ;
SN            ;389007J             ;           ;AQUARIUM                                              ;FO9079   ;          ;PLEASURE CRAFT       ;       ;12       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/05/1979         ;31/12/1999
NO            ;427116G             ;           ;POISSON D'AVRIL                                       ;FP4613   ;          ;FISHING              ;       ;5        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/06/1979         ;30/10/1998
SM            ;422000W             ;           ;DALVIK                                                ;FS7397   ;          ;PLEASURE CRAFT       ;9      ;9        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;ACTIVE               ;01/07/1982         ;
LO            ;F32837T             ;           ;FREDOM                                                ;FAD9572  ;227448450 ;PLEASURE CRAFT       ;8.66   ;         ;TX           ;VHF PORTATIVE ASN                                                                                                                                                                                                                                                                       ;              ;ACTIVE               ;22/07/2016         ;
BA            ;469824D             ;           ;GECKO                                                 ;FP4788   ;227554140 ;PLEASURE CRAFT       ;11     ;14       ;UMS          ;VHF ASN - BALISE COSPAS S.  EPIRB                                                                                                                                                                                                                                                       ;              ;INACTIVE             ;01/03/1979         ;13/11/2007
BL            ;195684A             ;           ;LE CAPRICE DES VENTS                                  ;FP4550   ;          ;FISHING              ;9      ;8        ;TX           ;VHF - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                                                                             ;              ;INACTIVE             ;01/07/1979         ;31/12/1999
TL            ;308772X             ;           ;BIWI                                                  ;FP4576   ;227607620 ;PLEASURE CRAFT       ;12     ;18       ;UMS          ;VHF ASN                                                                                                                                                                                                                                                                                 ;              ;INACTIVE             ;01/05/1979         ;20/11/2013
ST            ;437695F             ;           ;POSEIDON                                              ;FP5003   ;          ;PLEASURE CRAFT       ;7      ;6        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/06/1979         ;31/12/1999
MA            ;586836R             ;           ;OUSTAOU                                               ;FT5260   ;227080330 ;PLEASURE CRAFT       ;8      ;8        ;UMS          ;VHF ASN                                                                                                                                                                                                                                                                                 ;              ;ACTIVE               ;15/07/1983         ;
TL            ;419202E             ;           ;ARLETTE                                               ;FP4390   ;          ;FISHING              ;8      ;8        ;TX           ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/06/1979         ;01/01/1999
TL            ;446322H             ;           ;D'OC                                                  ;FP5006   ;          ;PLEASURE CRAFT       ;       ;27       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/07/1979         ;31/12/1999
AC            ;452526B             ;           ;AÃÂÃÂÃÂÃÂTATCHI                               ;FP4812   ;          ;PLEASURE CRAFT       ;9.6    ;9.46     ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;ACTIVE               ;01/03/1979         ;
TL            ;587674B             ;           ;PENEQUET                                              ;FT8912   ;          ;PLEASURE CRAFT       ;7      ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;ACTIVE               ;14/06/1984         ;
##            ;LI009929F           ;1822884    ;ASINARA                                               ;FM2755   ;226009740 ;RIVER SHIP           ;38.96  ;409.9    ;UMS          ;VHF - VHF ASN - AIS - VHF PORTATIVE                                                                                                                                                                                                                                                     ;9 227 13 2755 ;INACTIVE             ;01/08/1981         ;25/11/2016
LS            ;511704A             ;           ;ALIENOR                                               ;FP7821   ;          ;PLEASURE CRAFT       ;6      ;5        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;03/10/1980         ;30/12/2002
CH            ;639451F             ;           ;PHILCATHANE                                           ;FHGT     ;227319780 ;FISHING              ;16.44  ;46.58    ;TX           ;VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX                                                                                                                                                         ;              ;ACTIVE               ;17/09/1987         ;
PA            ;PA12346             ;           ;WELCOME                                               ;FM2773   ;          ;RIVER SHIP           ;       ;384      ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;9 227 13 2773 ;INACTIVE             ;01/06/1979         ;22/04/1994
TL            ;253673G             ;           ;ATOLL 2                                               ;TO2388   ;          ;PLEASURE CRAFT       ;11     ;14       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/06/1979         ;12/01/2004
BL            ;462806A             ;           ;CHEZAK                                                ;FP4926   ;          ;PLEASURE CRAFT       ;9      ;7.5      ;UMS          ;VHF - VHF PORTATIVE                                                                                                                                                                                                                                                                     ;              ;ACTIVE               ;01/04/1979         ;
NI            ;456157Y             ;           ;ICARE III                                             ;FP4983   ;227592270 ;PLEASURE CRAFT       ;8      ;6        ;UMS          ;VHF - BALISE COSPAS S.  EPIRB                                                                                                                                                                                                                                                           ;              ;INACTIVE             ;01/04/1979         ;12/02/2007
PL            ;334424E             ;           ;MEAN RUZ 2                                            ;FP4508   ;          ;PLEASURE CRAFT       ;       ;39       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/03/1979         ;23/01/2007
ST            ;438880U             ;           ;SAVOIE LEMAN                                          ;FP4446   ;          ;PLEASURE CRAFT       ;6      ;5        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/04/1979         ;07/01/2010
BR            ;291780C             ;           ;GAELLE SANDRINE                                       ;FP4514   ;          ;FISHING              ;       ;8        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;06/06/1979         ;31/08/1990
VA            ;725231V             ;           ;SUDAHEN V                                             ;FP4520   ;          ;PLEASURE CRAFT       ;9      ;9        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/03/1979         ;11/10/1995
CM            ;498253E             ;           ;ARAOK ATAO 2                                          ;FS2800   ;          ;PLEASURE CRAFT       ;       ;8        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;23/05/1985         ;15/12/1989
NI            ;413629X             ;           ;FIDJI                                                 ;FO9185   ;          ;PLEASURE CRAFT       ;       ;17       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/09/1985         ;15/12/1989
BA            ;294615J             ;           ;LE VAGABOND                                           ;TPJC     ;227102200 ;FISHING              ;20     ;62       ;TX           ;VHF - BLU - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                                                                       ;              ;INACTIVE             ;13/06/1985         ;16/09/1999
GV            ;184965Z             ;           ;LE PENKER                                             ;FP6967   ;          ;FISHING              ;9      ;5        ;UMS          ;VHF - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                                                                             ;              ;INACTIVE             ;25/03/1986         ;31/12/1998
SM            ;294405F             ;           ;LAETITIA THOMAS M2                                    ;FP4135   ;          ;FISHING              ;11.57  ;9.98     ;TX           ;VHF - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                                                                             ;              ;INACTIVE             ;01/04/1980         ;19/01/2005
BR            ;319456K             ;           ;FEE DES ILES                                          ;FP4558   ;227627020 ;FISHING              ;7.5    ;3.75     ;TX           ;VHF - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                                                   ;              ;ACTIVE               ;01/05/1979         ;
SN            ;691597L             ;           ;GIN TO                                                ;FI7497   ;          ;PLEASURE CRAFT       ;5      ;2        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;24/08/1988         ;30/12/1993
GV            ;317545H             ;           ;STEREDEN AR MOOR                                      ;FZZX     ;228167900 ;FISHING              ;14     ;29       ;TX           ;VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                   ;              ;ACTIVE               ;09/10/1987         ;
AJ            ;270755Z             ;           ;NOUVEAU SAINT LOUIS                                   ;FP4868   ;227619590 ;FISHING              ;15.38  ;23.32    ;TX           ;VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB                                                                                                                                                                                                                                       ;              ;ACTIVE               ;01/06/1980         ;
GV            ;642098H             ;           ;KERFLOUS                                              ;FHDX     ;227474000 ;FISHING              ;23.5   ;101.82   ;TX           ;VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX                                                                                                                        ;              ;ACTIVE               ;09/04/1986         ;
CH            ;389871Y             ;           ;JUNON                                                 ;FP4883   ;          ;PLEASURE CRAFT       ;6      ;3        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;22/06/1979         ;21/01/2010
PA            ;13601               ;           ;LA PROUE                                              ;FM2787   ;          ;RIVER SHIP           ;60     ;833      ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;9 227 13 2787 ;INACTIVE             ;01/05/1979         ;30/09/1991
##            ;LI010003F           ;1822503    ;LA PROUE                                              ;FM6192   ;226001950 ;RIVER SHIP           ;72.2   ;835      ;UMS          ;VHF - VHF ASN - AIS - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                                                             ;9 227 13 6192 ;ACTIVE               ;30/07/1985         ;
PL            ;574973W             ;           ;PANDA                                                 ;FV3985   ;227722680 ;PLEASURE CRAFT       ;8      ;9        ;UMS          ;VHF ASN                                                                                                                                                                                                                                                                                 ;              ;ACTIVE               ;26/08/1987         ;
CN            ;332379G             ;           ;LE NARVAL                                             ;FS5878   ;227312230 ;FISHING              ;11.39  ;16.48    ;TX           ;VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB                                                                                                                                                                                                                                 ;              ;INACTIVE             ;15/12/1988         ;14/01/2009
CN            ;416374F             ;           ;ALADIN                                                ;FT8823   ;          ;PLEASURE CRAFT       ;       ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;22/06/1984         ;30/11/1995
TL            ;380578X             ;           ;SIMY                                                  ;FP8666   ;227036630 ;PLEASURE CRAFT       ;10     ;17       ;UMS          ;VHF ASN                                                                                                                                                                                                                                                                                 ;              ;ACTIVE               ;01/08/1980         ;
NI            ;419239V             ;           ;PLONGEE 8                                             ;FP5736   ;          ;PLEASURE CRAFT       ;       ;9        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/01/1980         ;06/06/1993
LH            ;188809              ;           ;ALIDADE                                               ;TMKE     ;          ;OTHER                ;       ;640      ;TX           ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/01/1980         ;15/12/1989
TL            ;562085M             ;           ;EMERAUDE                                              ;FT2057   ;          ;PLEASURE CRAFT       ;6      ;4        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;ACTIVE               ;08/09/1982         ;
SM            ;400317C             ;           ;TILIKUM                                               ;FP6620   ;          ;PLEASURE CRAFT       ;18     ;13       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/03/1980         ;07/10/2008
CN            ;238644W             ;           ;FLORELAU                                              ;FP6621   ;          ;PLEASURE CRAFT       ;7      ;5        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/12/1979         ;12/01/1998
TL            ;654149G             ;           ;CRISTOL II                                            ;FH5619   ;          ;PLEASURE CRAFT       ;10     ;17       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;ACTIVE               ;28/06/1985         ;
NO            ;231968P             ;           ;CAP ROSA                                              ;FP6624   ;227628920 ;FISHING              ;853    ;6.36     ;TX           ;VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                         ;              ;ACTIVE               ;01/06/1981         ;
BA            ;128944G             ;           ;CYRIL                                                 ;FT6469   ;          ;PLEASURE CRAFT       ;       ;3        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;07/05/1984         ;17/10/1992
NI            ;672815W             ;           ;NINA                                                  ;FH8556   ;          ;PLEASURE CRAFT       ;       ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;09/05/1986         ;31/12/1991
TL            ;620283W             ;           ;LALLY TOLLENDAL                                       ;FT8493   ;          ;PLEASURE CRAFT       ;10     ;13       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;18/05/1984         ;20/11/2001
SM            ;402907T             ;           ;MERZHIN                                               ;FO8605   ;227179050 ;PLEASURE CRAFT       ;10.1   ;11.08    ;UMS          ;VHF ASN - VHF PORTATIVE - RECEPTEUR NAVTEX                                                                                                                                                                                                                                              ;              ;ACTIVE               ;01/04/1977         ;
##            ;P013512F            ;1831198    ;RETIF                                                 ;FM4788   ;          ;RIVER SHIP           ;       ;         ;UMS          ;VHF ASN                                                                                                                                                                                                                                                                                 ;9 227 13 4788 ;INACTIVE             ;15/05/1977         ;22/04/2016
MA            ;420110S             ;           ;GIPSY 3                                               ;FT8434   ;          ;PLEASURE CRAFT       ;6      ;3        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;17/05/1984         ;31/12/1992
TL            ;380815E             ;           ;LES BEAUFS                                            ;FO8766   ;227191550 ;PLEASURE CRAFT       ;7.8    ;6.87     ;UMS          ;VHF ASN                                                                                                                                                                                                                                                                                 ;              ;ACTIVE               ;01/06/1977         ;
MA            ;362877G             ;           ;KYTHIRAS 4                                            ;FO8776   ;          ;PLEASURE CRAFT       ;10     ;10       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;01/04/1977         ;01/10/1999
VA            ;348453D             ;           ;LUCIE                                                 ;FP7319   ;          ;PLEASURE CRAFT       ;10     ;12       ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;ACTIVE               ;01/03/1980         ;
ST            ;012203P             ;           ;ARCA                                                  ;FH8047   ;          ;PLEASURE CRAFT       ;       ;7        ;UMS          ;VHF                                                                                                                                                                                                                                                                                     ;              ;INACTIVE             ;09/12/1985         ;20/02/1996
TL            ;587448F             ;           ;FORTUNA                                               ;FT8400   ;227513190 ;PLEASURE CRAFT       ;12     ;21       ;UMS          ;VHF - RADAR 9 PAN (BANDE X)                                                                                                                                                                                                                                                             ;              ;INACTIVE             ;15/05/1984         ;03/03/1994
ST            ;581797N             ;           ;L GAIETTE                                             ;FT7998   ;227327510 ;PLEASURE CRAFT       ;8      ;7        ;UMS          ;VHF - AIS - VHF PORTATIVE                                                                                                                                                                                                                                                               ;              ;ACTIVE               ;21/05/1984         ;
